source,target,ibd_sum,link_col
525,281,34.32,#ffffff
525,293,28.52,#ffffff
525,346,26.73,#ffffff
525,355,14.68,#ffffff
525,404,8.21,#ffffff
525,407,127.0,#ffffff
525,414,23.06,#ffffff
525,415,22.4,#ffffff
525,466,43.8,#ffffff
525,470,8.26,#ffffff
525,495,32.51,#ffffff
525,499,35.11,#ffffff
525,501,29.11,#ffffff
525,509,34.5,#ffffff
525,515,15.74,#ffffff
525,533,23.48,#ffffff
525,545,8.05,#ffffff
525,555,56.61,#ffffff
525,556,23.95,#ffffff
525,557,9.7,#ffffff
499,179,45.14,#ffffff
499,189,12.18,#ffffff
499,202,9.03,#ffffff
499,257,15.38,#ffffff
499,261,9.75,#ffffff
499,291,12.01,#ffffff
499,298,8.53,#ffffff
499,325,8.65,#ffffff
499,331,17.11,#ffffff
499,338,8.2,#ffffff
499,346,8.65,#ffffff
499,352,16.79,#ffffff
499,356,16.49,#ffffff
499,366,14.93,#ffffff
499,397,8.77,#ffffff
499,404,46.31,#ffffff
499,407,34.0,#ffffff
499,456,14.79,#ffffff
499,468,15.74,#ffffff
499,478,9.66,#ffffff
499,495,18.72,#ffffff
499,501,49.92,#ffffff
499,506,9.79,#ffffff
499,518,10.3,#ffffff
499,531,11.27,#ffffff
499,533,20.73,#ffffff
499,540,27.83,#ffffff
499,554,15.64,#ffffff
499,555,42.2,#ffffff
499,556,27.36,#ffffff
499,557,21.34,#ffffff
55,37,10.33,#ffffff
55,54,10.39,#ffffff
55,56,13.44,#ffffff
55,62,16.85,#ffffff
55,70,8.84,#ffffff
55,79,10.92,#ffffff
55,84,16.9,#ffffff
55,95,9.98,#ffffff
55,112,8.51,#ffffff
55,120,9.25,#ffffff
55,145,8.18,#ffffff
55,368,8.17,#ffffff
55,377,8.92,#ffffff
257,174,10.6,#ffffff
257,185,19.2,#ffffff
257,186,11.94,#ffffff
257,259,18.25,#ffffff
257,280,8.14,#ffffff
257,281,10.61,#ffffff
257,293,10.21,#ffffff
257,296,9.16,#ffffff
257,303,16.76,#ffffff
257,319,17.52,#ffffff
257,322,17.28,#ffffff
257,346,38.9,#ffffff
257,350,9.57,#ffffff
257,352,28.13,#ffffff
257,355,66.01,#ffffff
257,366,25.23,#ffffff
257,373,10.15,#ffffff
257,383,8.94,#ffffff
257,403,8.94,#ffffff
257,404,9.69,#ffffff
257,486,16.72,#ffffff
257,509,23.95,#ffffff
257,515,11.05,#ffffff
257,518,11.74,#ffffff
257,519,9.07,#ffffff
257,521,10.8,#ffffff
257,533,10.7,#ffffff
257,543,16.3,#ffffff
257,568,8.09,#ffffff
16,32,25.5,#ffffff
16,36,8.19,#ffffff
16,38,15.67,#ffffff
16,48,23.0,#ffffff
16,49,25.2,#ffffff
16,56,13.3,#ffffff
16,77,12.44,#ffffff
16,89,8.59,#ffffff
16,98,8.21,#ffffff
32,18,28.4,#ffffff
32,19,20.68,#ffffff
32,31,89.62,#ffffff
32,37,14.6,#ffffff
32,40,36.23,#ffffff
32,47,190.46,#ffffff
32,62,12.23,#ffffff
32,64,8.29,#ffffff
32,78,8.03,#ffffff
32,97,12.73,#ffffff
36,31,11.72,#ffffff
36,34,14.25,#ffffff
36,38,49.89,#ffffff
36,40,15.49,#ffffff
36,41,23.3,#ffffff
36,43,35.89,#ffffff
36,52,16.15,#ffffff
36,68,9.26,#ffffff
36,306,9.76,#ffffff
38,19,8.22,#ffffff
38,25,10.05,#ffffff
38,41,92.79,#ffffff
38,42,151.64,#ffffff
38,45,25.66,#ffffff
38,49,24.39,#ffffff
38,53,8.11,#ffffff
48,101,8.8,#ffffff
48,105,8.17,#ffffff
48,116,9.1,#ffffff
48,267,14.72,#ffffff
48,402,9.14,#ffffff
48,448,8.01,#ffffff
48,561,9.46,#ffffff
49,23,8.59,#ffffff
49,26,21.01,#ffffff
49,31,15.39,#ffffff
49,37,20.12,#ffffff
49,44,22.17,#ffffff
49,59,8.67,#ffffff
49,173,8.76,#ffffff
56,20,9.94,#ffffff
56,30,8.51,#ffffff
56,52,8.76,#ffffff
56,77,10.23,#ffffff
56,88,8.15,#ffffff
56,92,11.07,#ffffff
56,350,12.6,#ffffff
77,19,9.78,#ffffff
77,20,18.48,#ffffff
77,42,8.51,#ffffff
77,51,8.31,#ffffff
77,74,8.93,#ffffff
77,76,10.31,#ffffff
77,78,10.74,#ffffff
77,81,52.89,#ffffff
77,92,14.9,#ffffff
77,94,14.76,#ffffff
77,97,8.47,#ffffff
77,104,15.77,#ffffff
77,153,9.46,#ffffff
77,268,9.48,#ffffff
77,432,8.23,#ffffff
77,526,9.34,#ffffff
89,62,8.03,#ffffff
89,64,11.11,#ffffff
89,65,8.4,#ffffff
89,80,67.28,#ffffff
89,81,8.53,#ffffff
89,82,27.43,#ffffff
89,83,65.21,#ffffff
89,84,8.42,#ffffff
89,88,8.14,#ffffff
89,90,36.49,#ffffff
89,91,20.93,#ffffff
89,92,9.24,#ffffff
89,95,15.18,#ffffff
89,96,39.48,#ffffff
89,97,101.44,#ffffff
89,98,8.14,#ffffff
89,99,35.3,#ffffff
89,102,25.65,#ffffff
89,119,11.73,#ffffff
89,185,8.42,#ffffff
89,287,29.85,#ffffff
89,493,17.62,#ffffff
89,495,8.42,#ffffff
89,521,9.37,#ffffff
98,45,33.07,#ffffff
98,52,14.28,#ffffff
98,60,8.84,#ffffff
98,76,10.39,#ffffff
98,82,13.86,#ffffff
98,85,9.13,#ffffff
98,90,16.34,#ffffff
98,93,57.09,#ffffff
98,96,9.91,#ffffff
98,99,10.46,#ffffff
98,106,12.99,#ffffff
98,109,10.06,#ffffff
98,192,9.57,#ffffff
98,277,8.58,#ffffff
98,327,9.21,#ffffff
98,412,9.09,#ffffff
98,493,8.9,#ffffff
98,494,17.3,#ffffff
98,495,9.29,#ffffff
98,522,9.19,#ffffff
98,551,10.87,#ffffff
17,25,18.43,#ffffff
17,31,23.41,#ffffff
17,34,10.26,#ffffff
17,42,8.43,#ffffff
17,45,8.43,#ffffff
17,148,8.77,#ffffff
25,23,17.62,#ffffff
25,29,12.59,#ffffff
25,33,9.6,#ffffff
25,42,82.41,#ffffff
25,44,92.46,#ffffff
25,70,9.14,#ffffff
25,72,10.06,#ffffff
25,88,8.74,#ffffff
25,267,8.67,#ffffff
25,273,8.05,#ffffff
31,18,16.11,#ffffff
31,23,11.03,#ffffff
31,24,27.21,#ffffff
31,33,25.1,#ffffff
31,39,20.23,#ffffff
31,40,26.94,#ffffff
31,41,18.03,#ffffff
31,51,14.34,#ffffff
31,307,10.19,#ffffff
34,19,8.39,#ffffff
34,23,11.49,#ffffff
34,26,23.11,#ffffff
34,47,12.2,#ffffff
34,103,9.21,#ffffff
34,116,8.9,#ffffff
34,314,14.97,#ffffff
42,18,31.2,#ffffff
42,23,160.21,#ffffff
42,24,14.98,#ffffff
42,33,9.63,#ffffff
42,41,172.28,#ffffff
42,43,53.02,#ffffff
42,44,37.72,#ffffff
42,45,25.54,#ffffff
42,46,18.7,#ffffff
42,53,8.11,#ffffff
42,67,9.33,#ffffff
42,83,8.09,#ffffff
42,113,10.14,#ffffff
42,267,8.67,#ffffff
42,560,9.91,#ffffff
42,508,10.71,#ffffff
42,536,10.39,#ffffff
45,19,19.19,#ffffff
45,23,11.05,#ffffff
45,26,17.92,#ffffff
45,39,196.29,#ffffff
45,51,16.72,#ffffff
45,76,15.14,#ffffff
45,203,19.61,#ffffff
148,44,11.79,#ffffff
148,50,8.67,#ffffff
148,104,8.22,#ffffff
148,187,18.75,#ffffff
148,207,9.49,#ffffff
148,267,8.51,#ffffff
148,271,20.98,#ffffff
148,287,8.55,#ffffff
148,320,10.73,#ffffff
148,327,8.06,#ffffff
148,386,18.4,#ffffff
148,398,9.49,#ffffff
148,405,30.12,#ffffff
148,470,9.04,#ffffff
148,488,9.04,#ffffff
148,494,16.61,#ffffff
148,522,8.0,#ffffff
148,526,10.74,#ffffff
148,545,15.19,#ffffff
148,451,12.91,#ffffff
18,23,8.57,#ffffff
18,24,8.13,#ffffff
18,33,10.3,#ffffff
18,35,8.3,#ffffff
18,43,140.25,#ffffff
18,44,41.15,#ffffff
18,53,10.07,#ffffff
18,97,18.79,#ffffff
23,44,43.4,#ffffff
23,46,34.97,#ffffff
23,47,34.57,#ffffff
24,43,54.84,#ffffff
24,99,9.06,#ffffff
24,185,8.11,#ffffff
24,255,8.48,#ffffff
33,19,9.98,#ffffff
33,35,9.54,#ffffff
33,37,16.86,#ffffff
33,39,38.37,#ffffff
33,46,42.53,#ffffff
33,72,9.13,#ffffff
33,79,9.57,#ffffff
33,80,8.44,#ffffff
33,387,9.06,#ffffff
33,549,8.45,#ffffff
35,37,8.79,#ffffff
35,39,9.82,#ffffff
35,84,8.67,#ffffff
35,88,11.87,#ffffff
35,100,8.25,#ffffff
35,102,9.46,#ffffff
35,123,8.06,#ffffff
43,26,17.53,#ffffff
43,40,48.25,#ffffff
43,41,76.47,#ffffff
43,44,8.48,#ffffff
44,37,22.88,#ffffff
44,40,12.74,#ffffff
44,41,12.96,#ffffff
44,59,9.35,#ffffff
44,68,23.11,#ffffff
44,69,9.73,#ffffff
44,72,8.2,#ffffff
44,99,8.42,#ffffff
44,144,8.74,#ffffff
44,541,9.2,#ffffff
53,61,11.22,#ffffff
53,67,8.43,#ffffff
53,68,12.57,#ffffff
53,100,8.95,#ffffff
53,101,16.99,#ffffff
53,102,9.55,#ffffff
53,471,11.99,#ffffff
53,515,12.04,#ffffff
53,554,12.04,#ffffff
97,83,21.69,#ffffff
97,84,18.85,#ffffff
97,106,8.29,#ffffff
97,107,10.96,#ffffff
97,115,10.72,#ffffff
97,123,9.28,#ffffff
97,344,8.16,#ffffff
19,40,17.2,#ffffff
19,57,11.44,#ffffff
19,64,8.47,#ffffff
19,74,11.15,#ffffff
19,85,18.47,#ffffff
19,114,10.03,#ffffff
40,39,139.43,#ffffff
40,47,197.86,#ffffff
40,59,9.71,#ffffff
40,70,12.16,#ffffff
40,113,8.62,#ffffff
40,114,8.01,#ffffff
40,116,8.01,#ffffff
57,63,11.9,#ffffff
57,96,9.58,#ffffff
57,107,12.87,#ffffff
57,109,12.31,#ffffff
57,111,9.97,#ffffff
57,287,8.11,#ffffff
64,47,21.61,#ffffff
64,54,13.55,#ffffff
64,59,16.77,#ffffff
64,67,9.01,#ffffff
64,74,18.15,#ffffff
64,76,15.27,#ffffff
64,96,25.38,#ffffff
64,110,8.52,#ffffff
64,119,20.66,#ffffff
64,150,9.79,#ffffff
64,291,8.52,#ffffff
64,471,8.85,#ffffff
64,507,9.39,#ffffff
64,526,10.16,#ffffff
74,76,8.73,#ffffff
74,92,20.46,#ffffff
74,99,11.01,#ffffff
74,562,8.61,#ffffff
74,398,8.51,#ffffff
85,84,20.54,#ffffff
85,86,83.1,#ffffff
85,92,8.05,#ffffff
85,100,14.15,#ffffff
85,102,22.1,#ffffff
85,103,9.1,#ffffff
85,105,10.81,#ffffff
85,107,9.45,#ffffff
85,108,8.66,#ffffff
85,111,10.14,#ffffff
85,116,9.24,#ffffff
85,120,10.68,#ffffff
85,287,17.01,#ffffff
114,52,8.66,#ffffff
114,68,10.66,#ffffff
114,78,14.83,#ffffff
114,80,8.53,#ffffff
114,99,8.37,#ffffff
114,105,79.23,#ffffff
114,106,39.25,#ffffff
114,107,9.1,#ffffff
114,108,78.28,#ffffff
114,109,41.98,#ffffff
114,112,80.3,#ffffff
114,113,52.5,#ffffff
114,115,101.61,#ffffff
114,116,72.99,#ffffff
114,117,62.62,#ffffff
114,118,58.92,#ffffff
114,119,21.1,#ffffff
114,120,82.77,#ffffff
114,121,53.1,#ffffff
114,122,19.31,#ffffff
114,123,105.75,#ffffff
114,124,120.87,#ffffff
114,126,22.5,#ffffff
114,128,21.05,#ffffff
114,129,8.06,#ffffff
114,131,10.01,#ffffff
114,132,8.41,#ffffff
114,135,18.46,#ffffff
114,145,11.08,#ffffff
114,146,34.53,#ffffff
114,172,35.86,#ffffff
114,204,17.87,#ffffff
114,263,44.31,#ffffff
114,267,12.98,#ffffff
114,273,9.01,#ffffff
114,276,22.33,#ffffff
114,320,22.35,#ffffff
114,328,8.62,#ffffff
114,387,42.12,#ffffff
114,398,33.8,#ffffff
114,399,31.94,#ffffff
114,405,37.18,#ffffff
114,406,10.75,#ffffff
114,448,8.61,#ffffff
114,477,22.37,#ffffff
114,488,21.53,#ffffff
114,503,24.44,#ffffff
114,507,16.56,#ffffff
114,527,13.61,#ffffff
20,51,10.15,#ffffff
20,84,21.63,#ffffff
20,93,12.57,#ffffff
20,100,10.6,#ffffff
20,104,8.75,#ffffff
20,153,9.97,#ffffff
20,163,11.51,#ffffff
51,30,16.48,#ffffff
51,70,16.56,#ffffff
51,73,9.16,#ffffff
51,111,9.17,#ffffff
51,514,9.96,#ffffff
51,535,8.87,#ffffff
84,29,8.08,#ffffff
84,58,16.16,#ffffff
84,62,15.73,#ffffff
84,67,8.55,#ffffff
84,78,60.27,#ffffff
84,86,8.31,#ffffff
84,93,41.92,#ffffff
84,95,67.04,#ffffff
84,100,15.79,#ffffff
84,101,14.87,#ffffff
84,109,9.52,#ffffff
84,118,8.54,#ffffff
84,161,9.1,#ffffff
84,309,8.61,#ffffff
84,405,10.29,#ffffff
84,426,14.63,#ffffff
84,431,8.04,#ffffff
84,473,11.66,#ffffff
84,485,8.93,#ffffff
84,532,9.96,#ffffff
84,556,10.42,#ffffff
84,558,28.9,#ffffff
93,22,8.27,#ffffff
93,76,9.35,#ffffff
93,91,34.41,#ffffff
93,103,9.7,#ffffff
100,26,9.36,#ffffff
100,59,9.43,#ffffff
100,76,8.94,#ffffff
100,80,19.3,#ffffff
100,81,9.32,#ffffff
100,88,27.72,#ffffff
100,96,11.05,#ffffff
100,103,25.66,#ffffff
100,104,19.31,#ffffff
100,112,10.52,#ffffff
100,368,19.43,#ffffff
104,78,42.41,#ffffff
104,80,23.36,#ffffff
104,82,65.01,#ffffff
104,83,16.27,#ffffff
104,86,8.99,#ffffff
104,88,39.85,#ffffff
104,124,8.35,#ffffff
104,133,8.78,#ffffff
104,144,9.0,#ffffff
104,327,8.64,#ffffff
104,406,9.78,#ffffff
104,475,8.09,#ffffff
153,46,9.48,#ffffff
153,54,20.35,#ffffff
153,67,8.74,#ffffff
153,82,18.84,#ffffff
153,116,9.36,#ffffff
153,129,14.24,#ffffff
153,135,10.87,#ffffff
153,167,11.93,#ffffff
153,172,8.84,#ffffff
153,185,10.98,#ffffff
153,187,8.5,#ffffff
153,203,9.82,#ffffff
153,204,20.7,#ffffff
153,276,13.9,#ffffff
153,288,24.5,#ffffff
153,298,52.05,#ffffff
153,323,15.39,#ffffff
153,328,25.39,#ffffff
153,342,14.72,#ffffff
153,365,10.04,#ffffff
153,386,18.84,#ffffff
153,398,18.05,#ffffff
153,411,11.13,#ffffff
153,448,28.04,#ffffff
153,449,15.29,#ffffff
153,460,40.72,#ffffff
153,471,8.29,#ffffff
153,473,23.74,#ffffff
153,515,10.15,#ffffff
153,540,8.68,#ffffff
153,545,33.12,#ffffff
153,556,21.45,#ffffff
153,558,38.33,#ffffff
153,559,14.51,#ffffff
153,444,9.7,#ffffff
163,156,29.56,#ffffff
163,159,8.2,#ffffff
163,160,35.32,#ffffff
163,162,23.6,#ffffff
163,166,20.73,#ffffff
163,326,8.25,#ffffff
163,343,9.15,#ffffff
163,372,8.52,#ffffff
163,434,11.28,#ffffff
163,514,8.25,#ffffff
58,29,8.08,#ffffff
58,66,34.28,#ffffff
58,81,8.47,#ffffff
58,309,8.61,#ffffff
58,426,8.55,#ffffff
58,469,10.42,#ffffff
58,473,9.95,#ffffff
58,512,8.11,#ffffff
58,556,8.74,#ffffff
58,558,8.76,#ffffff
79,37,29.73,#ffffff
79,66,9.93,#ffffff
79,76,68.89,#ffffff
79,80,41.95,#ffffff
79,86,11.51,#ffffff
79,88,21.56,#ffffff
79,99,9.02,#ffffff
79,111,8.2,#ffffff
79,133,8.17,#ffffff
79,268,14.7,#ffffff
79,422,10.32,#ffffff
111,106,72.14,#ffffff
111,107,25.35,#ffffff
111,108,59.68,#ffffff
111,109,17.01,#ffffff
111,110,28.86,#ffffff
111,112,39.29,#ffffff
111,113,39.62,#ffffff
111,115,71.56,#ffffff
111,116,52.42,#ffffff
111,117,52.35,#ffffff
111,118,28.57,#ffffff
111,119,53.25,#ffffff
111,120,22.27,#ffffff
111,121,17.67,#ffffff
111,124,122.56,#ffffff
111,126,9.11,#ffffff
111,128,26.72,#ffffff
111,129,8.67,#ffffff
111,135,14.07,#ffffff
111,145,8.16,#ffffff
111,146,21.68,#ffffff
111,165,15.06,#ffffff
111,256,16.21,#ffffff
111,263,23.5,#ffffff
111,320,16.52,#ffffff
111,485,36.09,#ffffff
111,488,10.63,#ffffff
111,494,22.86,#ffffff
111,503,8.38,#ffffff
111,512,48.94,#ffffff
111,522,22.18,#ffffff
111,565,26.34,#ffffff
325,174,16.76,#ffffff
325,185,31.98,#ffffff
325,254,23.42,#ffffff
325,277,14.6,#ffffff
325,293,10.05,#ffffff
325,326,8.56,#ffffff
325,331,21.88,#ffffff
325,346,30.48,#ffffff
325,352,8.48,#ffffff
325,355,15.68,#ffffff
325,404,26.16,#ffffff
325,407,18.54,#ffffff
325,416,22.9,#ffffff
325,466,30.01,#ffffff
325,501,18.05,#ffffff
325,506,26.29,#ffffff
325,515,28.43,#ffffff
325,521,19.02,#ffffff
325,533,127.21,#ffffff
325,537,24.93,#ffffff
325,540,8.16,#ffffff
325,556,8.74,#ffffff
325,557,29.56,#ffffff
325,559,9.21,#ffffff
325,452,8.04,#ffffff
403,187,8.44,#ffffff
403,199,11.51,#ffffff
403,201,23.46,#ffffff
403,213,10.24,#ffffff
403,296,58.13,#ffffff
403,303,23.6,#ffffff
403,322,36.46,#ffffff
403,331,14.43,#ffffff
403,332,8.16,#ffffff
403,346,10.47,#ffffff
403,352,21.96,#ffffff
403,366,16.97,#ffffff
403,375,8.57,#ffffff
403,383,9.84,#ffffff
403,414,8.18,#ffffff
403,456,21.43,#ffffff
403,462,62.54,#ffffff
403,511,31.21,#ffffff
403,543,20.72,#ffffff
428,70,10.55,#ffffff
428,106,8.01,#ffffff
428,135,15.22,#ffffff
428,165,8.39,#ffffff
428,434,39.47,#ffffff
428,438,25.88,#ffffff
428,596,9.8,#ffffff
428,475,9.27,#ffffff
428,493,8.8,#ffffff
428,494,16.47,#ffffff
428,512,9.8,#ffffff
503,26,8.97,#ffffff
503,61,10.6,#ffffff
503,99,13.78,#ffffff
503,113,23.43,#ffffff
503,115,10.29,#ffffff
503,117,19.25,#ffffff
503,120,17.97,#ffffff
503,126,31.4,#ffffff
503,127,22.8,#ffffff
503,128,20.34,#ffffff
503,129,30.96,#ffffff
503,131,8.9,#ffffff
503,136,8.41,#ffffff
503,145,24.95,#ffffff
503,146,24.39,#ffffff
503,172,11.9,#ffffff
503,256,38.16,#ffffff
503,263,21.66,#ffffff
503,268,9.22,#ffffff
503,319,10.78,#ffffff
503,320,40.57,#ffffff
503,377,8.79,#ffffff
503,387,24.87,#ffffff
503,405,37.67,#ffffff
503,410,9.15,#ffffff
503,434,8.29,#ffffff
503,475,24.98,#ffffff
503,477,42.71,#ffffff
503,478,28.48,#ffffff
503,488,55.86,#ffffff
503,494,44.67,#ffffff
503,507,17.87,#ffffff
503,512,9.06,#ffffff
503,522,16.34,#ffffff
503,527,54.55,#ffffff
503,536,9.8,#ffffff
503,544,14.45,#ffffff
503,555,12.24,#ffffff
503,565,75.04,#ffffff
22,27,15.96,#ffffff
22,41,10.2,#ffffff
22,54,9.16,#ffffff
22,62,18.05,#ffffff
22,91,9.43,#ffffff
22,95,8.2,#ffffff
22,96,16.13,#ffffff
22,108,20.19,#ffffff
22,263,18.07,#ffffff
22,406,11.74,#ffffff
27,62,11.74,#ffffff
27,76,8.16,#ffffff
27,86,8.16,#ffffff
27,90,28.5,#ffffff
27,113,9.91,#ffffff
27,115,13.89,#ffffff
27,279,9.93,#ffffff
27,320,8.02,#ffffff
27,475,8.17,#ffffff
27,493,8.9,#ffffff
27,508,8.91,#ffffff
41,26,9.12,#ffffff
41,39,19.65,#ffffff
41,46,10.74,#ffffff
41,47,14.52,#ffffff
41,560,9.91,#ffffff
41,488,8.64,#ffffff
54,52,10.67,#ffffff
54,82,17.51,#ffffff
54,110,11.44,#ffffff
54,124,11.21,#ffffff
54,135,8.11,#ffffff
54,204,11.09,#ffffff
62,59,9.24,#ffffff
62,88,15.59,#ffffff
62,115,20.51,#ffffff
62,431,8.04,#ffffff
91,70,10.01,#ffffff
91,76,56.64,#ffffff
91,78,22.5,#ffffff
91,95,40.75,#ffffff
91,102,22.04,#ffffff
91,103,16.04,#ffffff
91,113,15.67,#ffffff
91,420,8.04,#ffffff
95,78,23.03,#ffffff
95,82,13.07,#ffffff
95,88,69.48,#ffffff
95,103,55.07,#ffffff
95,112,8.71,#ffffff
95,287,10.61,#ffffff
95,420,11.57,#ffffff
96,60,8.17,#ffffff
96,61,13.05,#ffffff
96,80,53.05,#ffffff
96,90,54.16,#ffffff
96,105,10.03,#ffffff
96,115,24.69,#ffffff
96,117,8.13,#ffffff
96,120,15.41,#ffffff
96,287,10.05,#ffffff
96,487,20.76,#ffffff
108,105,61.15,#ffffff
108,106,153.02,#ffffff
108,109,40.14,#ffffff
108,112,54.74,#ffffff
108,113,65.07,#ffffff
108,115,96.53,#ffffff
108,116,54.78,#ffffff
108,117,112.63,#ffffff
108,118,61.58,#ffffff
108,120,92.83,#ffffff
108,121,44.38,#ffffff
108,122,28.14,#ffffff
108,123,179.5,#ffffff
108,124,121.37,#ffffff
108,126,16.95,#ffffff
108,131,18.62,#ffffff
108,132,17.02,#ffffff
108,135,9.42,#ffffff
108,145,39.78,#ffffff
108,146,63.65,#ffffff
108,172,54.47,#ffffff
108,256,11.28,#ffffff
108,263,29.61,#ffffff
108,267,13.05,#ffffff
108,276,31.42,#ffffff
108,284,15.02,#ffffff
108,320,18.12,#ffffff
108,387,49.97,#ffffff
108,398,23.56,#ffffff
108,405,8.46,#ffffff
108,406,28.9,#ffffff
108,432,10.83,#ffffff
108,485,8.12,#ffffff
108,488,31.17,#ffffff
108,494,31.95,#ffffff
108,507,8.24,#ffffff
108,508,17.45,#ffffff
108,514,26.68,#ffffff
108,522,30.86,#ffffff
108,527,18.53,#ffffff
108,544,26.82,#ffffff
108,565,16.99,#ffffff
263,60,8.25,#ffffff
263,69,11.69,#ffffff
263,105,47.28,#ffffff
263,106,41.9,#ffffff
263,110,36.14,#ffffff
263,112,40.75,#ffffff
263,113,61.87,#ffffff
263,115,29.62,#ffffff
263,116,24.71,#ffffff
263,120,16.24,#ffffff
263,123,24.42,#ffffff
263,124,44.69,#ffffff
263,126,18.99,#ffffff
263,128,27.75,#ffffff
263,129,100.26,#ffffff
263,130,14.86,#ffffff
263,131,16.01,#ffffff
263,132,30.96,#ffffff
263,133,17.16,#ffffff
263,135,41.37,#ffffff
263,136,57.14,#ffffff
263,145,77.64,#ffffff
263,146,97.68,#ffffff
263,165,8.11,#ffffff
263,172,100.69,#ffffff
263,174,8.4,#ffffff
263,256,59.83,#ffffff
263,267,19.46,#ffffff
263,268,48.64,#ffffff
263,276,58.99,#ffffff
263,282,9.41,#ffffff
263,284,101.25,#ffffff
263,320,78.3,#ffffff
263,323,94.0,#ffffff
263,327,85.06,#ffffff
263,368,8.14,#ffffff
263,387,150.11,#ffffff
263,398,147.4,#ffffff
263,399,35.38,#ffffff
263,405,128.43,#ffffff
263,406,112.09,#ffffff
263,426,11.38,#ffffff
263,448,47.7,#ffffff
263,477,57.68,#ffffff
263,478,30.73,#ffffff
263,485,86.02,#ffffff
263,488,136.95,#ffffff
263,493,91.63,#ffffff
263,494,132.71,#ffffff
263,507,108.25,#ffffff
263,512,97.6,#ffffff
263,514,57.16,#ffffff
263,522,207.78,#ffffff
263,527,85.87,#ffffff
263,544,97.61,#ffffff
263,565,114.1,#ffffff
406,88,8.19,#ffffff
406,110,12.53,#ffffff
406,112,25.23,#ffffff
406,118,45.67,#ffffff
406,120,18.6,#ffffff
406,123,12.53,#ffffff
406,124,13.77,#ffffff
406,126,25.35,#ffffff
406,127,12.83,#ffffff
406,129,25.2,#ffffff
406,131,17.94,#ffffff
406,133,16.41,#ffffff
406,145,24.91,#ffffff
406,146,16.48,#ffffff
406,167,14.5,#ffffff
406,172,77.57,#ffffff
406,173,8.32,#ffffff
406,190,8.38,#ffffff
406,200,12.59,#ffffff
406,256,31.74,#ffffff
406,276,54.21,#ffffff
406,284,54.07,#ffffff
406,287,14.43,#ffffff
406,291,11.84,#ffffff
406,297,10.39,#ffffff
406,298,11.22,#ffffff
406,320,70.18,#ffffff
406,323,55.54,#ffffff
406,327,54.81,#ffffff
406,386,8.09,#ffffff
406,387,46.66,#ffffff
406,398,95.06,#ffffff
406,399,25.05,#ffffff
406,405,59.99,#ffffff
406,432,11.11,#ffffff
406,448,31.77,#ffffff
406,466,11.18,#ffffff
406,477,46.16,#ffffff
406,478,22.82,#ffffff
406,479,8.81,#ffffff
406,485,104.78,#ffffff
406,488,73.35,#ffffff
406,493,54.28,#ffffff
406,494,96.34,#ffffff
406,507,65.78,#ffffff
406,512,42.55,#ffffff
406,514,84.42,#ffffff
406,522,50.35,#ffffff
406,527,69.8,#ffffff
406,544,51.05,#ffffff
406,554,14.68,#ffffff
406,555,9.27,#ffffff
406,565,88.83,#ffffff
46,37,11.47,#ffffff
46,47,237.35,#ffffff
46,88,8.22,#ffffff
46,159,9.78,#ffffff
46,204,10.79,#ffffff
47,26,9.88,#ffffff
47,556,9.27,#ffffff
99,37,11.32,#ffffff
99,76,15.55,#ffffff
99,80,12.96,#ffffff
99,90,28.34,#ffffff
99,107,9.5,#ffffff
99,110,8.38,#ffffff
99,112,9.63,#ffffff
185,174,46.68,#ffffff
185,179,28.92,#ffffff
185,192,25.23,#ffffff
185,201,20.99,#ffffff
185,202,22.96,#ffffff
185,255,8.65,#ffffff
185,258,16.18,#ffffff
185,259,8.61,#ffffff
185,261,16.98,#ffffff
185,277,75.2,#ffffff
185,281,148.14,#ffffff
185,288,9.31,#ffffff
185,296,8.08,#ffffff
185,297,9.83,#ffffff
185,303,8.54,#ffffff
185,328,8.54,#ffffff
185,331,41.69,#ffffff
185,346,14.94,#ffffff
185,352,23.09,#ffffff
185,404,25.64,#ffffff
185,411,22.1,#ffffff
185,458,8.68,#ffffff
185,462,9.19,#ffffff
185,466,22.73,#ffffff
185,487,10.24,#ffffff
185,493,10.74,#ffffff
185,495,53.83,#ffffff
185,501,54.42,#ffffff
185,506,16.08,#ffffff
185,509,22.04,#ffffff
185,515,57.09,#ffffff
185,518,22.66,#ffffff
185,520,10.79,#ffffff
185,521,33.77,#ffffff
185,522,9.23,#ffffff
185,531,8.43,#ffffff
185,533,16.62,#ffffff
185,537,11.47,#ffffff
185,555,15.12,#ffffff
185,558,14.37,#ffffff
185,566,15.31,#ffffff
255,149,8.49,#ffffff
255,174,37.67,#ffffff
255,186,9.7,#ffffff
255,201,32.15,#ffffff
255,202,16.95,#ffffff
255,254,9.56,#ffffff
255,258,37.71,#ffffff
255,262,10.89,#ffffff
255,277,29.68,#ffffff
255,281,12.29,#ffffff
255,287,11.97,#ffffff
255,293,8.34,#ffffff
255,296,12.34,#ffffff
255,303,18.32,#ffffff
255,346,13.24,#ffffff
255,352,33.77,#ffffff
255,355,25.43,#ffffff
255,356,18.4,#ffffff
255,366,23.35,#ffffff
255,400,37.16,#ffffff
255,411,29.9,#ffffff
255,414,68.22,#ffffff
255,415,14.15,#ffffff
255,466,17.44,#ffffff
255,468,23.25,#ffffff
255,476,29.79,#ffffff
255,486,35.12,#ffffff
255,488,10.29,#ffffff
