source,target,ibd_sum,link_col
255,495,8.56,#ffffff
255,509,27.0,#ffffff
255,511,8.87,#ffffff
255,515,14.77,#ffffff
255,518,45.72,#ffffff
255,576,8.61,#ffffff
255,532,44.18,#ffffff
255,533,8.05,#ffffff
255,537,8.28,#ffffff
255,543,12.64,#ffffff
255,556,26.24,#ffffff
29,26,9.41,#ffffff
29,59,12.36,#ffffff
29,70,8.38,#ffffff
70,30,15.56,#ffffff
70,50,18.07,#ffffff
70,52,9.34,#ffffff
70,102,9.79,#ffffff
70,115,8.96,#ffffff
70,264,11.32,#ffffff
70,364,36.44,#ffffff
70,520,8.65,#ffffff
72,65,9.95,#ffffff
72,69,9.74,#ffffff
72,71,10.75,#ffffff
72,73,9.09,#ffffff
72,78,8.01,#ffffff
72,81,14.32,#ffffff
72,118,19.72,#ffffff
72,401,9.65,#ffffff
72,469,8.02,#ffffff
88,28,24.85,#ffffff
88,103,18.43,#ffffff
88,110,10.66,#ffffff
88,120,15.1,#ffffff
88,144,8.01,#ffffff
88,475,8.09,#ffffff
88,494,14.77,#ffffff
267,112,11.5,#ffffff
267,116,38.54,#ffffff
267,124,13.32,#ffffff
267,126,12.47,#ffffff
267,127,8.66,#ffffff
267,128,8.46,#ffffff
267,129,10.81,#ffffff
267,145,44.44,#ffffff
267,146,38.88,#ffffff
267,172,15.98,#ffffff
267,204,24.31,#ffffff
267,256,33.15,#ffffff
267,276,16.43,#ffffff
267,293,8.66,#ffffff
267,320,12.88,#ffffff
267,327,8.23,#ffffff
267,328,17.02,#ffffff
267,356,8.66,#ffffff
267,386,8.11,#ffffff
267,399,8.09,#ffffff
267,405,18.53,#ffffff
267,471,9.19,#ffffff
267,477,25.74,#ffffff
267,478,21.73,#ffffff
267,485,12.64,#ffffff
267,493,15.36,#ffffff
267,494,8.85,#ffffff
267,507,27.73,#ffffff
267,512,35.94,#ffffff
267,514,16.25,#ffffff
267,526,10.02,#ffffff
267,545,8.92,#ffffff
267,565,15.69,#ffffff
273,80,8.08,#ffffff
273,144,13.12,#ffffff
273,173,33.01,#ffffff
273,207,8.77,#ffffff
273,254,8.62,#ffffff
273,288,29.78,#ffffff
273,298,11.03,#ffffff
273,398,8.53,#ffffff
273,460,25.19,#ffffff
273,467,27.48,#ffffff
273,468,15.99,#ffffff
273,471,21.77,#ffffff
273,478,11.65,#ffffff
273,488,10.07,#ffffff
273,531,51.31,#ffffff
273,538,36.95,#ffffff
273,545,11.24,#ffffff
273,439,8.89,#ffffff
26,37,35.74,#ffffff
26,39,61.53,#ffffff
26,264,8.56,#ffffff
26,431,8.04,#ffffff
37,63,8.52,#ffffff
37,78,11.03,#ffffff
37,94,8.07,#ffffff
37,119,8.89,#ffffff
37,120,8.83,#ffffff
37,402,10.45,#ffffff
39,141,8.41,#ffffff
39,414,8.49,#ffffff
39,526,8.19,#ffffff
264,76,8.14,#ffffff
264,144,27.34,#ffffff
264,145,8.72,#ffffff
264,151,52.06,#ffffff
264,173,26.58,#ffffff
264,183,11.39,#ffffff
264,187,14.57,#ffffff
264,192,17.54,#ffffff
264,204,8.74,#ffffff
264,281,9.6,#ffffff
264,282,22.58,#ffffff
264,288,16.87,#ffffff
264,297,40.58,#ffffff
264,328,30.18,#ffffff
264,343,8.09,#ffffff
264,348,8.26,#ffffff
264,352,9.63,#ffffff
264,386,17.53,#ffffff
264,411,13.22,#ffffff
264,412,8.47,#ffffff
264,416,45.73,#ffffff
264,437,8.47,#ffffff
264,467,8.57,#ffffff
264,469,15.98,#ffffff
264,473,11.4,#ffffff
264,478,10.3,#ffffff
264,506,8.74,#ffffff
264,531,30.37,#ffffff
264,538,10.28,#ffffff
264,555,17.21,#ffffff
264,559,33.24,#ffffff
264,566,28.23,#ffffff
431,110,8.78,#ffffff
431,298,10.29,#ffffff
431,429,9.93,#ffffff
431,433,12.37,#ffffff
431,438,66.9,#ffffff
431,606,20.89,#ffffff
431,596,45.52,#ffffff
431,494,11.85,#ffffff
431,527,17.16,#ffffff
76,60,16.52,#ffffff
76,78,17.71,#ffffff
76,82,23.28,#ffffff
76,86,59.78,#ffffff
76,101,9.8,#ffffff
76,102,38.73,#ffffff
76,115,17.09,#ffffff
76,116,22.26,#ffffff
76,117,8.87,#ffffff
76,118,9.51,#ffffff
76,471,8.61,#ffffff
76,526,8.77,#ffffff
76,533,9.04,#ffffff
76,545,10.73,#ffffff
86,59,9.81,#ffffff
86,67,9.0,#ffffff
86,78,16.42,#ffffff
86,80,15.63,#ffffff
86,103,15.05,#ffffff
86,106,20.53,#ffffff
86,112,8.7,#ffffff
86,361,8.58,#ffffff
86,387,8.42,#ffffff
86,416,19.0,#ffffff
86,417,8.45,#ffffff
86,545,19.87,#ffffff
90,60,8.54,#ffffff
90,81,16.61,#ffffff
90,94,10.44,#ffffff
90,101,8.23,#ffffff
90,123,8.01,#ffffff
90,323,8.32,#ffffff
90,466,8.16,#ffffff
90,494,8.5,#ffffff
90,512,8.25,#ffffff
113,61,14.26,#ffffff
113,68,11.01,#ffffff
113,105,15.76,#ffffff
113,106,119.14,#ffffff
113,107,26.78,#ffffff
113,109,65.67,#ffffff
113,110,18.75,#ffffff
113,112,85.91,#ffffff
113,115,73.34,#ffffff
113,116,99.08,#ffffff
113,117,91.89,#ffffff
113,118,78.31,#ffffff
113,119,37.87,#ffffff
113,120,108.52,#ffffff
113,121,16.18,#ffffff
113,122,45.85,#ffffff
113,123,75.73,#ffffff
113,124,47.14,#ffffff
113,129,19.86,#ffffff
113,145,23.46,#ffffff
113,172,25.77,#ffffff
113,256,9.44,#ffffff
113,276,24.92,#ffffff
113,279,8.05,#ffffff
113,284,43.24,#ffffff
113,293,9.17,#ffffff
113,320,23.91,#ffffff
113,323,18.74,#ffffff
113,343,8.09,#ffffff
113,387,31.97,#ffffff
113,398,29.12,#ffffff
113,405,37.38,#ffffff
113,488,22.7,#ffffff
113,493,24.9,#ffffff
113,494,8.06,#ffffff
113,508,27.57,#ffffff
113,514,46.07,#ffffff
113,522,26.94,#ffffff
113,536,10.53,#ffffff
113,544,16.86,#ffffff
113,555,12.43,#ffffff
115,60,9.36,#ffffff
115,68,10.05,#ffffff
115,101,17.76,#ffffff
115,105,44.31,#ffffff
115,106,43.6,#ffffff
115,107,25.22,#ffffff
115,109,20.16,#ffffff
115,110,37.92,#ffffff
115,112,46.97,#ffffff
115,116,38.6,#ffffff
115,117,74.03,#ffffff
115,118,35.58,#ffffff
115,119,23.0,#ffffff
115,120,72.48,#ffffff
115,122,11.39,#ffffff
115,123,54.61,#ffffff
115,124,90.32,#ffffff
115,127,15.33,#ffffff
115,128,118.75,#ffffff
115,129,42.83,#ffffff
115,131,14.75,#ffffff
115,132,18.19,#ffffff
115,133,9.47,#ffffff
115,135,24.52,#ffffff
115,136,16.46,#ffffff
115,145,16.48,#ffffff
115,146,8.82,#ffffff
115,167,8.83,#ffffff
115,172,26.91,#ffffff
115,256,18.51,#ffffff
115,268,8.42,#ffffff
115,276,26.72,#ffffff
115,323,8.07,#ffffff
115,387,16.95,#ffffff
115,398,19.26,#ffffff
115,473,9.58,#ffffff
115,477,8.06,#ffffff
115,493,45.55,#ffffff
115,494,32.14,#ffffff
115,522,8.96,#ffffff
115,527,9.12,#ffffff
279,166,9.94,#ffffff
279,187,10.85,#ffffff
279,282,8.04,#ffffff
279,297,8.24,#ffffff
279,326,17.15,#ffffff
279,404,10.98,#ffffff
279,416,8.65,#ffffff
279,467,8.58,#ffffff
279,469,23.18,#ffffff
279,470,12.25,#ffffff
279,471,9.96,#ffffff
279,482,8.8,#ffffff
279,488,8.08,#ffffff
279,493,8.61,#ffffff
279,507,22.29,#ffffff
279,520,16.57,#ffffff
279,522,8.48,#ffffff
279,538,11.25,#ffffff
279,555,8.77,#ffffff
279,317,8.79,#ffffff
279,445,11.78,#ffffff
320,106,15.69,#ffffff
320,107,22.2,#ffffff
320,112,16.06,#ffffff
320,120,36.76,#ffffff
320,123,43.21,#ffffff
320,126,37.76,#ffffff
320,127,24.25,#ffffff
320,128,19.6,#ffffff
320,129,37.47,#ffffff
320,130,17.41,#ffffff
320,146,37.5,#ffffff
320,160,11.34,#ffffff
320,170,8.35,#ffffff
320,172,99.68,#ffffff
320,187,10.73,#ffffff
320,256,32.15,#ffffff
320,268,26.07,#ffffff
320,271,9.4,#ffffff
320,276,46.58,#ffffff
320,284,40.27,#ffffff
320,323,30.06,#ffffff
320,327,9.23,#ffffff
320,344,8.28,#ffffff
320,387,73.91,#ffffff
320,398,66.95,#ffffff
320,405,48.04,#ffffff
320,448,26.69,#ffffff
320,477,27.6,#ffffff
320,485,81.2,#ffffff
320,488,64.62,#ffffff
320,493,34.26,#ffffff
320,494,45.58,#ffffff
320,507,66.91,#ffffff
320,512,29.77,#ffffff
320,514,41.35,#ffffff
320,520,8.58,#ffffff
320,522,46.07,#ffffff
320,527,22.34,#ffffff
320,544,48.02,#ffffff
320,565,42.78,#ffffff
475,348,11.79,#ffffff
475,408,8.89,#ffffff
493,66,8.31,#ffffff
493,105,16.94,#ffffff
493,106,46.99,#ffffff
493,112,37.84,#ffffff
493,119,8.53,#ffffff
493,120,24.72,#ffffff
493,126,18.14,#ffffff
493,127,19.09,#ffffff
493,128,53.67,#ffffff
493,129,23.86,#ffffff
493,131,23.39,#ffffff
493,132,49.25,#ffffff
493,133,39.86,#ffffff
493,135,24.74,#ffffff
493,136,21.19,#ffffff
493,145,35.81,#ffffff
493,146,34.95,#ffffff
493,168,8.43,#ffffff
493,172,92.72,#ffffff
493,256,36.32,#ffffff
493,268,41.52,#ffffff
493,276,102.09,#ffffff
493,284,14.14,#ffffff
493,291,18.66,#ffffff
493,323,123.89,#ffffff
493,327,25.67,#ffffff
493,343,26.68,#ffffff
493,387,71.19,#ffffff
493,398,152.6,#ffffff
493,405,51.7,#ffffff
493,412,8.13,#ffffff
493,436,12.31,#ffffff
493,448,29.26,#ffffff
493,460,9.26,#ffffff
493,477,45.06,#ffffff
493,478,35.12,#ffffff
493,485,85.58,#ffffff
493,488,66.25,#ffffff
493,494,45.63,#ffffff
493,507,105.75,#ffffff
493,508,34.49,#ffffff
493,512,60.06,#ffffff
493,520,15.99,#ffffff
493,522,106.71,#ffffff
493,527,169.29,#ffffff
493,531,8.38,#ffffff
493,544,45.14,#ffffff
493,565,37.99,#ffffff
508,52,9.1,#ffffff
508,106,8.38,#ffffff
508,135,8.21,#ffffff
508,150,15.51,#ffffff
508,172,15.7,#ffffff
508,183,12.47,#ffffff
508,204,8.62,#ffffff
508,271,11.12,#ffffff
508,276,10.45,#ffffff
508,291,11.06,#ffffff
508,298,8.91,#ffffff
508,326,18.68,#ffffff
508,405,16.68,#ffffff
508,471,9.73,#ffffff
508,477,9.61,#ffffff
508,492,8.35,#ffffff
508,494,11.27,#ffffff
508,507,31.67,#ffffff
508,512,8.28,#ffffff
508,514,15.65,#ffffff
508,522,8.4,#ffffff
508,536,10.77,#ffffff
508,544,16.76,#ffffff
508,565,8.4,#ffffff
28,30,15.58,#ffffff
28,323,8.69,#ffffff
30,59,12.53,#ffffff
323,68,8.77,#ffffff
323,105,10.04,#ffffff
323,106,16.79,#ffffff
323,107,18.55,#ffffff
323,110,15.88,#ffffff
323,112,31.7,#ffffff
323,116,28.38,#ffffff
323,120,25.51,#ffffff
323,121,11.01,#ffffff
323,123,9.15,#ffffff
323,126,58.49,#ffffff
323,127,25.69,#ffffff
323,128,9.26,#ffffff
323,129,22.76,#ffffff
323,132,36.72,#ffffff
323,133,22.96,#ffffff
323,135,14.89,#ffffff
323,136,16.1,#ffffff
323,138,8.28,#ffffff
323,145,85.65,#ffffff
323,146,30.48,#ffffff
323,154,10.21,#ffffff
323,155,15.71,#ffffff
323,172,124.89,#ffffff
323,173,21.07,#ffffff
323,186,10.07,#ffffff
323,204,14.32,#ffffff
323,256,50.71,#ffffff
323,276,83.27,#ffffff
323,284,26.1,#ffffff
323,298,17.33,#ffffff
323,343,8.91,#ffffff
323,387,104.93,#ffffff
323,398,163.01,#ffffff
323,399,39.95,#ffffff
323,405,35.88,#ffffff
323,410,16.98,#ffffff
323,448,27.48,#ffffff
323,473,8.03,#ffffff
323,477,12.05,#ffffff
323,485,76.71,#ffffff
323,488,31.42,#ffffff
323,494,8.02,#ffffff
323,507,41.13,#ffffff
323,514,63.69,#ffffff
323,515,13.94,#ffffff
323,522,89.77,#ffffff
323,526,10.21,#ffffff
323,527,100.33,#ffffff
323,531,10.08,#ffffff
323,544,83.29,#ffffff
323,565,77.88,#ffffff
323,447,8.95,#ffffff
323,550,8.23,#ffffff
59,469,10.18,#ffffff
307,308,22.23,#ffffff
307,311,12.04,#ffffff
307,312,19.01,#ffffff
307,594,51.33,#ffffff
307,314,16.56,#ffffff
307,316,24.52,#ffffff
307,563,16.24,#ffffff
78,67,11.78,#ffffff
78,82,12.77,#ffffff
78,103,22.22,#ffffff
78,117,14.05,#ffffff
78,123,16.67,#ffffff
78,288,9.36,#ffffff
78,344,8.87,#ffffff
78,361,9.0,#ffffff
78,387,12.17,#ffffff
78,416,9.35,#ffffff
78,487,10.28,#ffffff
80,119,8.94,#ffffff
80,142,8.37,#ffffff
80,430,9.41,#ffffff
80,504,8.48,#ffffff
387,106,16.5,#ffffff
387,109,33.74,#ffffff
387,116,44.67,#ffffff
387,120,36.17,#ffffff
387,122,23.8,#ffffff
387,123,34.77,#ffffff
387,124,34.06,#ffffff
387,126,10.33,#ffffff
387,127,32.6,#ffffff
387,128,24.4,#ffffff
387,130,13.14,#ffffff
387,145,98.48,#ffffff
387,146,59.39,#ffffff
387,165,11.05,#ffffff
387,172,59.48,#ffffff
387,173,18.65,#ffffff
387,256,47.65,#ffffff
387,268,16.61,#ffffff
387,276,119.06,#ffffff
387,284,60.66,#ffffff
387,298,23.06,#ffffff
387,361,8.86,#ffffff
387,398,100.31,#ffffff
387,399,18.99,#ffffff
387,405,193.36,#ffffff
387,412,8.77,#ffffff
387,448,49.89,#ffffff
387,466,20.8,#ffffff
387,469,8.41,#ffffff
387,477,55.84,#ffffff
387,478,22.53,#ffffff
387,485,63.24,#ffffff
387,488,83.23,#ffffff
387,494,52.17,#ffffff
387,507,63.78,#ffffff
387,512,30.71,#ffffff
387,514,39.61,#ffffff
387,522,81.87,#ffffff
387,527,101.81,#ffffff
387,538,8.6,#ffffff
387,544,34.37,#ffffff
387,545,8.22,#ffffff
387,565,69.89,#ffffff
549,551,14.85,#ffffff
103,52,9.81,#ffffff
103,71,8.65,#ffffff
103,82,43.63,#ffffff
103,94,25.58,#ffffff
103,112,9.0,#ffffff
103,118,14.63,#ffffff
103,526,8.66,#ffffff
116,68,9.3,#ffffff
116,105,35.09,#ffffff
116,106,117.05,#ffffff
116,107,9.56,#ffffff
116,109,62.73,#ffffff
116,112,29.74,#ffffff
116,117,53.87,#ffffff
116,118,36.97,#ffffff
116,119,54.82,#ffffff
116,120,43.33,#ffffff
116,121,11.02,#ffffff
116,123,134.74,#ffffff
116,124,69.15,#ffffff
116,126,14.72,#ffffff
116,129,38.6,#ffffff
116,132,30.93,#ffffff
116,136,14.14,#ffffff
116,145,36.63,#ffffff
116,172,20.59,#ffffff
116,276,16.69,#ffffff
116,284,36.11,#ffffff
116,344,8.99,#ffffff
116,399,8.11,#ffffff
116,402,8.04,#ffffff
116,448,26.11,#ffffff
116,485,37.34,#ffffff
116,488,27.35,#ffffff
116,507,30.36,#ffffff
116,512,59.81,#ffffff
116,514,9.5,#ffffff
116,522,8.83,#ffffff
116,544,18.01,#ffffff
314,308,11.69,#ffffff
314,309,16.25,#ffffff
314,312,30.31,#ffffff
314,315,12.25,#ffffff
314,595,13.32,#ffffff
314,363,10.01,#ffffff
314,543,11.33,#ffffff
102,61,9.59,#ffffff
102,83,33.26,#ffffff
102,94,9.85,#ffffff
102,109,11.07,#ffffff
102,564,11.27,#ffffff
123,105,11.35,#ffffff
123,106,118.0,#ffffff
123,107,11.1,#ffffff
123,109,75.28,#ffffff
123,110,31.89,#ffffff
123,112,34.16,#ffffff
123,117,63.58,#ffffff
123,118,57.02,#ffffff
123,119,16.63,#ffffff
123,120,48.06,#ffffff
123,121,16.24,#ffffff
123,124,86.75,#ffffff
123,129,8.95,#ffffff
123,132,11.37,#ffffff
123,146,27.74,#ffffff
123,167,8.56,#ffffff
123,179,8.56,#ffffff
123,256,36.46,#ffffff
123,276,38.12,#ffffff
123,284,8.84,#ffffff
123,327,8.61,#ffffff
123,343,8.17,#ffffff
123,405,15.08,#ffffff
123,494,27.03,#ffffff
123,512,18.48,#ffffff
123,522,42.39,#ffffff
123,527,21.04,#ffffff
123,544,15.48,#ffffff
123,565,25.41,#ffffff
52,297,8.19,#ffffff
68,61,11.16,#ffffff
68,67,17.1,#ffffff
68,106,10.73,#ffffff
68,107,8.85,#ffffff
68,117,14.09,#ffffff
68,120,12.26,#ffffff
68,121,8.25,#ffffff
68,128,8.33,#ffffff
68,131,11.72,#ffffff
68,135,19.76,#ffffff
68,146,9.72,#ffffff
68,399,10.88,#ffffff
68,547,11.44,#ffffff
306,310,17.27,#ffffff
306,594,11.9,#ffffff
306,316,40.82,#ffffff
306,497,8.14,#ffffff
63,69,15.48,#ffffff
63,94,12.32,#ffffff
63,429,9.69,#ffffff
63,432,9.69,#ffffff
94,92,9.64,#ffffff
94,112,9.35,#ffffff
119,81,10.23,#ffffff
119,101,9.5,#ffffff
119,105,22.63,#ffffff
119,106,62.55,#ffffff
119,107,8.76,#ffffff
119,109,31.48,#ffffff
119,112,72.4,#ffffff
119,117,47.74,#ffffff
119,118,30.65,#ffffff
119,120,56.22,#ffffff
119,121,52.14,#ffffff
119,122,88.4,#ffffff
119,124,23.24,#ffffff
119,131,11.64,#ffffff
119,134,9.37,#ffffff
119,136,12.45,#ffffff
119,145,10.99,#ffffff
119,150,8.4,#ffffff
119,284,8.71,#ffffff
119,296,11.89,#ffffff
119,405,8.65,#ffffff
119,477,31.98,#ffffff
119,485,22.03,#ffffff
119,488,11.61,#ffffff
119,494,10.01,#ffffff
119,522,8.65,#ffffff
119,526,11.76,#ffffff
119,527,37.34,#ffffff
119,545,8.83,#ffffff
120,83,13.52,#ffffff
120,105,44.39,#ffffff
120,106,82.18,#ffffff
120,109,31.31,#ffffff
120,110,30.57,#ffffff
120,112,82.93,#ffffff
120,117,74.15,#ffffff
120,118,76.4,#ffffff
120,121,40.39,#ffffff
120,122,16.59,#ffffff
120,124,84.97,#ffffff
120,126,24.54,#ffffff
120,129,9.05,#ffffff
120,131,14.27,#ffffff
120,133,8.16,#ffffff
120,135,13.98,#ffffff
120,136,10.06,#ffffff
120,145,63.34,#ffffff
120,146,57.73,#ffffff
120,160,17.19,#ffffff
120,172,41.48,#ffffff
120,190,11.08,#ffffff
120,256,23.17,#ffffff
120,276,54.23,#ffffff
120,284,27.82,#ffffff
120,368,8.21,#ffffff
120,398,24.69,#ffffff
120,405,56.15,#ffffff
120,448,56.84,#ffffff
120,488,8.81,#ffffff
120,494,47.68,#ffffff
120,527,16.96,#ffffff
120,544,39.82,#ffffff
402,142,8.58,#ffffff
402,359,8.75,#ffffff
402,494,9.12,#ffffff
402,497,17.51,#ffffff
141,127,19.77,#ffffff
141,315,9.31,#ffffff
141,497,31.63,#ffffff
141,526,8.71,#ffffff
414,174,19.6,#ffffff
414,183,17.37,#ffffff
414,186,8.45,#ffffff
414,188,16.07,#ffffff
414,190,9.6,#ffffff
414,192,9.08,#ffffff
414,200,9.03,#ffffff
414,201,25.18,#ffffff
414,202,8.68,#ffffff
414,254,24.6,#ffffff
414,258,20.61,#ffffff
414,259,8.81,#ffffff
414,303,21.83,#ffffff
414,331,14.83,#ffffff
414,346,44.52,#ffffff
414,350,25.05,#ffffff
414,352,35.29,#ffffff
414,355,28.91,#ffffff
414,365,24.3,#ffffff
414,366,42.35,#ffffff
414,400,31.91,#ffffff
414,404,47.37,#ffffff
414,408,131.05,#ffffff
414,415,11.3,#ffffff
414,462,8.04,#ffffff
414,468,19.64,#ffffff
414,478,10.73,#ffffff
414,479,26.82,#ffffff
414,501,8.27,#ffffff
414,509,22.37,#ffffff
414,515,39.93,#ffffff
414,518,8.3,#ffffff
414,526,15.61,#ffffff
414,529,27.45,#ffffff
414,532,36.34,#ffffff
414,533,20.35,#ffffff
414,540,17.49,#ffffff
414,543,26.1,#ffffff
414,556,25.52,#ffffff
414,574,38.5,#ffffff
526,142,8.96,#ffffff
526,146,8.02,#ffffff
526,172,8.52,#ffffff
526,271,10.07,#ffffff
526,282,18.75,#ffffff
526,284,14.17,#ffffff
526,296,8.02,#ffffff
526,298,8.44,#ffffff
526,315,8.46,#ffffff
526,368,17.5,#ffffff
526,386,11.27,#ffffff
526,407,17.57,#ffffff
526,426,8.42,#ffffff
526,427,8.67,#ffffff
526,488,15.33,#ffffff
526,520,8.34,#ffffff
526,531,9.3,#ffffff
526,545,8.02,#ffffff
526,565,9.26,#ffffff
526,566,14.43,#ffffff
488,106,17.66,#ffffff
488,109,21.97,#ffffff
488,110,9.37,#ffffff
488,112,26.4,#ffffff
488,117,15.19,#ffffff
488,118,14.24,#ffffff
488,124,19.04,#ffffff
488,126,53.38,#ffffff
488,128,10.01,#ffffff
488,129,19.0,#ffffff
488,130,11.4,#ffffff
488,132,8.74,#ffffff
488,135,47.81,#ffffff
488,136,61.24,#ffffff
488,145,63.32,#ffffff
488,146,29.96,#ffffff
488,172,83.33,#ffffff
488,256,32.41,#ffffff
488,276,47.58,#ffffff
488,282,8.85,#ffffff
488,284,26.58,#ffffff
488,288,9.03,#ffffff
488,291,18.42,#ffffff
488,298,22.8,#ffffff
488,327,23.87,#ffffff
488,377,17.22,#ffffff
488,398,79.03,#ffffff
488,399,24.44,#ffffff
488,405,62.12,#ffffff
488,412,9.53,#ffffff
488,448,43.82,#ffffff
488,477,51.46,#ffffff
488,478,15.92,#ffffff
488,485,47.34,#ffffff
488,494,135.18,#ffffff
488,507,95.43,#ffffff
488,512,33.51,#ffffff
488,514,190.43,#ffffff
488,522,90.95,#ffffff
488,527,107.37,#ffffff
488,544,24.43,#ffffff
488,556,15.35,#ffffff
488,558,8.94,#ffffff
488,565,83.43,#ffffff
67,50,9.09,#ffffff
67,61,8.39,#ffffff
536,69,8.14,#ffffff
536,144,9.35,#ffffff
536,150,8.07,#ffffff
536,151,9.01,#ffffff
536,204,23.11,#ffffff
536,291,22.47,#ffffff
536,453,8.53,#ffffff
536,460,8.26,#ffffff
536,471,23.36,#ffffff
536,473,22.65,#ffffff
536,501,21.78,#ffffff
536,520,8.12,#ffffff
536,522,8.1,#ffffff
536,531,17.36,#ffffff
536,545,9.02,#ffffff
536,556,8.98,#ffffff
536,558,11.94,#ffffff
536,566,21.72,#ffffff
69,287,16.66,#ffffff
144,187,23.18,#ffffff
144,204,29.8,#ffffff
144,287,8.07,#ffffff
144,291,15.82,#ffffff
144,297,20.42,#ffffff
144,326,12.64,#ffffff
144,328,33.92,#ffffff
144,348,35.11,#ffffff
144,449,19.78,#ffffff
144,471,32.29,#ffffff
144,478,9.74,#ffffff
144,506,11.63,#ffffff
144,514,14.79,#ffffff
144,531,8.06,#ffffff
144,547,31.81,#ffffff
144,559,29.5,#ffffff
144,566,26.2,#ffffff
144,440,8.81,#ffffff
144,451,8.31,#ffffff
541,187,10.36,#ffffff
541,287,8.89,#ffffff
541,364,16.74,#ffffff
541,368,8.66,#ffffff
541,470,8.19,#ffffff
541,494,14.13,#ffffff
541,514,12.6,#ffffff
541,531,15.11,#ffffff
541,535,18.15,#ffffff
541,555,9.69,#ffffff
541,566,15.19,#ffffff
203,187,11.63,#ffffff
203,256,8.46,#ffffff
203,276,8.68,#ffffff
203,284,9.26,#ffffff
203,319,10.28,#ffffff
203,326,11.07,#ffffff
203,365,9.95,#ffffff
203,471,9.29,#ffffff
203,507,11.0,#ffffff
203,533,11.63,#ffffff
203,535,8.77,#ffffff
203,551,10.89,#ffffff
159,156,39.05,#ffffff
159,161,10.68,#ffffff
159,162,26.02,#ffffff
159,165,38.18,#ffffff
159,168,29.77,#ffffff
159,172,9.24,#ffffff
159,276,14.54,#ffffff
159,343,22.61,#ffffff
204,82,8.28,#ffffff
204,129,8.01,#ffffff
204,145,25.82,#ffffff
204,151,19.45,#ffffff
204,172,15.98,#ffffff
204,173,11.46,#ffffff
204,192,8.75,#ffffff
204,207,8.31,#ffffff
204,277,8.29,#ffffff
204,284,8.69,#ffffff
204,298,8.29,#ffffff
204,348,8.53,#ffffff
204,352,8.54,#ffffff
204,416,9.64,#ffffff
204,460,33.01,#ffffff
204,470,10.06,#ffffff
204,473,36.07,#ffffff
204,514,15.65,#ffffff
204,520,16.68,#ffffff
204,531,11.12,#ffffff
204,535,16.2,#ffffff
204,547,9.07,#ffffff
556,167,18.74,#ffffff
556,174,8.98,#ffffff
556,179,14.78,#ffffff
556,183,35.76,#ffffff
556,186,11.16,#ffffff
556,201,22.42,#ffffff
556,202,12.37,#ffffff
556,254,8.56,#ffffff
556,261,25.89,#ffffff
556,277,20.36,#ffffff
556,281,10.13,#ffffff
556,282,10.44,#ffffff
556,287,11.48,#ffffff
556,293,60.12,#ffffff
556,298,9.24,#ffffff
556,328,21.79,#ffffff
556,331,26.97,#ffffff
556,332,15.46,#ffffff
556,346,14.44,#ffffff
556,350,15.15,#ffffff
556,352,27.52,#ffffff
556,355,29.29,#ffffff
556,365,16.02,#ffffff
556,383,17.9,#ffffff
556,386,8.03,#ffffff
556,400,29.76,#ffffff
556,404,9.7,#ffffff
556,408,16.54,#ffffff
556,411,33.66,#ffffff
556,426,8.35,#ffffff
556,445,9.28,#ffffff
556,466,69.41,#ffffff
556,473,16.78,#ffffff
556,479,25.21,#ffffff
556,495,36.17,#ffffff
556,501,39.4,#ffffff
556,506,29.23,#ffffff
556,507,8.75,#ffffff
556,515,23.46,#ffffff
556,531,11.59,#ffffff
556,532,10.48,#ffffff
556,537,23.3,#ffffff
556,554,21.91,#ffffff
556,555,24.25,#ffffff
556,557,60.24,#ffffff
556,574,20.08,#ffffff
101,386,10.88,#ffffff
101,527,9.88,#ffffff
105,92,11.0,#ffffff
105,106,50.82,#ffffff
105,107,43.74,#ffffff
105,109,24.74,#ffffff
105,110,44.81,#ffffff
105,112,110.98,#ffffff
105,117,27.44,#ffffff
105,118,38.89,#ffffff
105,122,24.57,#ffffff
105,124,36.75,#ffffff
105,126,9.96,#ffffff
105,131,8.05,#ffffff
105,135,8.83,#ffffff
105,145,16.48,#ffffff
105,146,23.83,#ffffff
105,276,8.52,#ffffff
105,298,17.56,#ffffff
105,405,9.35,#ffffff
105,477,8.06,#ffffff
105,478,16.88,#ffffff
105,485,8.37,#ffffff
105,512,15.49,#ffffff
105,527,16.17,#ffffff
105,544,9.02,#ffffff
105,565,16.01,#ffffff
105,566,11.58,#ffffff
448,112,15.9,#ffffff
448,117,35.11,#ffffff
448,118,8.46,#ffffff
448,121,19.55,#ffffff
448,122,37.94,#ffffff
448,126,40.19,#ffffff
448,132,8.43,#ffffff
448,145,29.96,#ffffff
448,146,23.86,#ffffff
448,160,9.41,#ffffff
448,166,8.17,#ffffff
448,172,112.97,#ffffff
448,256,10.63,#ffffff
448,276,72.56,#ffffff
448,284,52.89,#ffffff
448,327,11.44,#ffffff
448,398,50.54,#ffffff
448,399,29.74,#ffffff
448,405,49.97,#ffffff
448,460,9.09,#ffffff
448,477,31.06,#ffffff
448,478,22.52,#ffffff
448,485,56.7,#ffffff
448,494,71.71,#ffffff
448,507,100.58,#ffffff
448,512,48.1,#ffffff
448,514,66.86,#ffffff
448,522,57.3,#ffffff
448,527,110.37,#ffffff
448,544,8.64,#ffffff
448,565,58.03,#ffffff
448,496,8.59,#ffffff
561,175,15.72,#ffffff
561,289,9.55,#ffffff
